,player,team,comp
10,Pranshu V Badheka,Gujarat,col_c_k_nayudu
10,Priyesh ,Gujarat,col_c_k_nayudu
10,Rishi Umrigar,Gujarat,col_c_k_nayudu
10,ROHAN MISTRY,Gujarat,col_c_k_nayudu
10,Rohan Patil,Gujarat,col_c_k_nayudu
10,Ronit Patel,Gujarat,col_c_k_nayudu
10,Rudra Patel,Gujarat,col_c_k_nayudu
10,S J Patel  ,Gujarat,col_c_k_nayudu
10,S M Prajapati,Gujarat,col_c_k_nayudu
10,SAURABH VERMA,Gujarat,col_c_k_nayudu
10,Shehzor Diwan,Gujarat,col_c_k_nayudu
10,Shen Patel,Gujarat,col_c_k_nayudu
10,Siddhish Patel,Gujarat,col_c_k_nayudu
10,Sujal Jiwani,Gujarat,col_c_k_nayudu
10,Tirth Patel,Gujarat,col_c_k_nayudu
10,Ujjwal J Bhagat,Gujarat,col_c_k_nayudu
10,Vikas Mahla,Gujarat,col_c_k_nayudu
10,VISHVARAJSINH G PARMAR,Gujarat,col_c_k_nayudu
10,Yash Mistry,Gujarat,col_c_k_nayudu
10,Yuvraj Singh,Gujarat,col_c_k_nayudu
11,NAMAN SINGH CHAUDHARY,Haryana,col_c_k_nayudu
11,Aashirwad Sharma,Haryana,col_c_k_nayudu
11,Aayush Kumar,Haryana,col_c_k_nayudu
11,Aayush Sharma,Haryana,col_c_k_nayudu
11,Abhijeet W,Haryana,col_c_k_nayudu
11,Aditya Kumar,Haryana,col_c_k_nayudu
11,Aditya Paweriya,Haryana,col_c_k_nayudu
11,AKSHAY KUMAR,Haryana,col_c_k_nayudu
11,Aman Ray,Haryana,col_c_k_nayudu
11,AMIT KUMAR SHARMA,Haryana,col_c_k_nayudu
11,Anuj Thakral,Haryana,col_c_k_nayudu
11,Arsh Ranga,Haryana,col_c_k_nayudu
11,Ashish Siwach ,Haryana,col_c_k_nayudu
11,Avinash Singh,Haryana,col_c_k_nayudu
11,Bharat Yadav,Haryana,col_c_k_nayudu
11,Bhuwan Rohilla,Haryana,col_c_k_nayudu
11,Chirag Kaliraman ,Haryana,col_c_k_nayudu
11,CHIRAG RASTOGI,Haryana,col_c_k_nayudu
11,DAKSH KAMRA,Haryana,col_c_k_nayudu
11,DEV SHARMA,Haryana,col_c_k_nayudu
11,Dinesh Bana  ,Haryana,col_c_k_nayudu
11,Farid Khan,Haryana,col_c_k_nayudu
11,Garv Kataria,Haryana,col_c_k_nayudu
11,Garv Sangwan,Haryana,col_c_k_nayudu
11,Harish Bhadana,Haryana,col_c_k_nayudu
11,HARMAN MALIK,Haryana,col_c_k_nayudu
11,HARSH SHARMA,Haryana,col_c_k_nayudu
11,Ishaan Gupta,Haryana,col_c_k_nayudu
11,Ishan Khurana,Haryana,col_c_k_nayudu
11,Ishant Bhardwaj,Haryana,col_c_k_nayudu
11,Jay Kataria,Haryana,col_c_k_nayudu
11,Jitesh,Haryana,col_c_k_nayudu
11,KARANDEEP JOMINDER SINGH,Haryana,col_c_k_nayudu
11,Lakshay Sangwan,Haryana,col_c_k_nayudu
11,Lakshay Yadav,Haryana,col_c_k_nayudu
11,Mayank Janghu,Haryana,col_c_k_nayudu
11,Mayank Shandilya,Haryana,col_c_k_nayudu
11,Nirman Juneja ,Haryana,col_c_k_nayudu
11,Nishant Sindhu,Haryana,col_c_k_nayudu
11,Parav Singla,Haryana,col_c_k_nayudu
11,Parth Nagill,Haryana,col_c_k_nayudu
11,Parth Vats,Haryana,col_c_k_nayudu
11,Piyush Dahiya,Haryana,col_c_k_nayudu
11,Pratham Sindhwani,Haryana,col_c_k_nayudu
11,Prince Kumar,Haryana,col_c_k_nayudu
11,Rahul Rathee,Haryana,col_c_k_nayudu
11,Rishabh Dhanda,Haryana,col_c_k_nayudu
11,RITIK KUMAR,Haryana,col_c_k_nayudu
11,Rohan Deshwal,Haryana,col_c_k_nayudu
11,Rohan Rana,Haryana,col_c_k_nayudu
11,SACHIN MITTAL,Haryana,col_c_k_nayudu
11,SACHIN PUNDIR,Haryana,col_c_k_nayudu
11,Samant Jakhar,Haryana,col_c_k_nayudu
11,Sangam Sharma,Haryana,col_c_k_nayudu
11,Sarvesh Rohilla ,Haryana,col_c_k_nayudu
11,Shubham Lamba,Haryana,col_c_k_nayudu
11,Vishal Chauhan ,Haryana,col_c_k_nayudu
11,Vivek Kumar,Haryana,col_c_k_nayudu
11,Yashvardhan Dalal ,Haryana,col_c_k_nayudu
11,Yuvraj Singh,Haryana,col_c_k_nayudu
12,Abhishek Thakur ,Himachal Pradesh,col_c_k_nayudu
12,Agam G Kahlon,Himachal Pradesh,col_c_k_nayudu
12,Akshit R Kanwar,Himachal Pradesh,col_c_k_nayudu
12,Amanpreet  V Singh,Himachal Pradesh,col_c_k_nayudu
12,ANIKET,Himachal Pradesh,col_c_k_nayudu
12,ANKUSH THAKUR ,Himachal Pradesh,col_c_k_nayudu
12,Anurag O Thakur,Himachal Pradesh,col_c_k_nayudu
12,Arjun I Wadhwa,Himachal Pradesh,col_c_k_nayudu
12,Aryavrat Sharma,Himachal Pradesh,col_c_k_nayudu
12,Atul A Jaswal,Himachal Pradesh,col_c_k_nayudu
12,Ayush P Kothari,Himachal Pradesh,col_c_k_nayudu
12,Chirag M Sharma,Himachal Pradesh,col_c_k_nayudu
12,Daksh N Narayan,Himachal Pradesh,col_c_k_nayudu
12,Deep S Singh ,Himachal Pradesh,col_c_k_nayudu
12,DEVEN,Himachal Pradesh,col_c_k_nayudu
12,Himanshu Beck,Himachal Pradesh,col_c_k_nayudu
12,Innesh N Mahajan,Himachal Pradesh,col_c_k_nayudu
12,Kabir A Singh,Himachal Pradesh,col_c_k_nayudu
12,Keshav,Himachal Pradesh,col_c_k_nayudu
12,Kushal Pal,Himachal Pradesh,col_c_k_nayudu
12,Lokesh G Chauhan,Himachal Pradesh,col_c_k_nayudu
12,Mehul V Pathania,Himachal Pradesh,col_c_k_nayudu
12,Mohd J Sohrab,Himachal Pradesh,col_c_k_nayudu
12,Mridul P Surroch,Himachal Pradesh,col_c_k_nayudu
12,Paras A Parihar,Himachal Pradesh,col_c_k_nayudu
12,Praval S Singh,Himachal Pradesh,col_c_k_nayudu
12,Raghav Angra,Himachal Pradesh,col_c_k_nayudu
12,Rishit N Thakur,Himachal Pradesh,col_c_k_nayudu
12,Ritik V Kumar,Himachal Pradesh,col_c_k_nayudu
12,Sachin R Sharma,Himachal Pradesh,col_c_k_nayudu
12,Sachit K Sharma,Himachal Pradesh,col_c_k_nayudu
12,Sahil M Kaplesh,Himachal Pradesh,col_c_k_nayudu
12,Sahil M Kumar,Himachal Pradesh,col_c_k_nayudu
12,Sahil Sharma,Himachal Pradesh,col_c_k_nayudu
12,Sohum H Mishra ,Himachal Pradesh,col_c_k_nayudu
12,Sukrit Sharma,Himachal Pradesh,col_c_k_nayudu
12,Sushant K Thakur,Himachal Pradesh,col_c_k_nayudu
12,Ujjawal Sharma  ,Himachal Pradesh,col_c_k_nayudu
12,Vaibhav S Kalta ,Himachal Pradesh,col_c_k_nayudu
12,Yogdeep S Thakur,Himachal Pradesh,col_c_k_nayudu
13,Aarya Udupa,Hyderabad,col_c_k_nayudu
13,AJAY YADAV,Hyderabad,col_c_k_nayudu
13,Aman Rao,Hyderabad,col_c_k_nayudu
13,Annam Takshith Rao,Hyderabad,col_c_k_nayudu
13,Aravelly Avanish ,Hyderabad,col_c_k_nayudu
13,Arbaz Baig,Hyderabad,col_c_k_nayudu
13,Aryan Cariappa,Hyderabad,col_c_k_nayudu
13,Aryan Krishna,Hyderabad,col_c_k_nayudu
13,Ashwad Rajiv,Hyderabad,col_c_k_nayudu
13,Bhuvangagiri Punnaiah,Hyderabad,col_c_k_nayudu
13,CH Madhuveer Reddy,Hyderabad,col_c_k_nayudu
13,Dheeraj Goud ,Hyderabad,col_c_k_nayudu
13,Dinesh Rathod,Hyderabad,col_c_k_nayudu
13,G Rithish Reddy,Hyderabad,col_c_k_nayudu
13,HARISH THAKUR,Hyderabad,col_c_k_nayudu
13,Himateja K,Hyderabad,col_c_k_nayudu
13,Ilyaan Sathani,Hyderabad,col_c_k_nayudu
13,Ishan Sharma ,Hyderabad,col_c_k_nayudu
13,Jairam Kasyap,Hyderabad,col_c_k_nayudu
13,K Krithik Reddy,Hyderabad,col_c_k_nayudu
13,K Sai Purnanand Rao,Hyderabad,col_c_k_nayudu
13,K Sri Harsha,Hyderabad,col_c_k_nayudu
13,Khush Agarwal,Hyderabad,col_c_k_nayudu
13,M A Shanmukha,Hyderabad,col_c_k_nayudu
13,M Ruthik Yadav,Hyderabad,col_c_k_nayudu
13,Mayank Gupta,Hyderabad,col_c_k_nayudu
13,MD Arfaz,Hyderabad,col_c_k_nayudu
13,Mohd Abdul Adnan,Hyderabad,col_c_k_nayudu
13,MS Karthikeya,Hyderabad,col_c_k_nayudu
13,Murugan Abhishek,Hyderabad,col_c_k_nayudu
13,N Nitin Sai Yadav,Hyderabad,col_c_k_nayudu
13,N Sathwik Reddy,Hyderabad,col_c_k_nayudu
13,NAVANITH,Hyderabad,col_c_k_nayudu
13,Nikhil S,Hyderabad,col_c_k_nayudu
13,Nishanth S,Hyderabad,col_c_k_nayudu
13,P Shiva,Hyderabad,col_c_k_nayudu
13,Paras Raj ,Hyderabad,col_c_k_nayudu
13,Pranav Suryadevara,Hyderabad,col_c_k_nayudu
13,Pranav Varma,Hyderabad,col_c_k_nayudu
13,Prithvi,Hyderabad,col_c_k_nayudu
13,Rahul Radesh ,Hyderabad,col_c_k_nayudu
13,Rishith Reddy,Hyderabad,col_c_k_nayudu
13,S VAISHNAV REDDY,Hyderabad,col_c_k_nayudu
13,Saketh Dhatrak,Hyderabad,col_c_k_nayudu
13,Sarthak Bharadwaj,Hyderabad,col_c_k_nayudu
13,Shashank Lokesh,Hyderabad,col_c_k_nayudu
13,Shashank Yadav,Hyderabad,col_c_k_nayudu
13,Varun Dhatrak,Hyderabad,col_c_k_nayudu
13,Vignesh Reddy,Hyderabad,col_c_k_nayudu
13,VM Danush,Hyderabad,col_c_k_nayudu
13,Y S Varun,Hyderabad,col_c_k_nayudu
13,Yash V Satwalekar ,Hyderabad,col_c_k_nayudu
14,Archit Mahajan,J & K,col_c_k_nayudu
14,Arnav Gupta,J & K,col_c_k_nayudu
14,Arya Thakur,J & K,col_c_k_nayudu
14,ATIF BIN MUSHTAQ,J & K,col_c_k_nayudu
14,Basit Bashir,J & K,col_c_k_nayudu
14,DHANVEER SINGH,J & K,col_c_k_nayudu
14,Gursimran Singh,J & K,col_c_k_nayudu
14,Janib Javaid,J & K,col_c_k_nayudu
14,Kanhaiya Wadhawan ,J & K,col_c_k_nayudu
14,Kawal Preet Singh,J & K,col_c_k_nayudu
14,Manit,J & K,col_c_k_nayudu
14,Mujtaba Yousuf,J & K,col_c_k_nayudu
14,Musaif Ajaz,J & K,col_c_k_nayudu
14,Praful Dhar,J & K,col_c_k_nayudu
14,Qamran Iqbal,J & K,col_c_k_nayudu
14,Qazi Junaid Masood,J & K,col_c_k_nayudu
14,Ranjot Singh,J & K,col_c_k_nayudu
14,Sarvashish Singh,J & K,col_c_k_nayudu
14,SUNNY KUMAR,J & K,col_c_k_nayudu
14,Udhay Partap,J & K,col_c_k_nayudu
14,Umar Khan,J & K,col_c_k_nayudu
14,Vinayak Gupta ,J & K,col_c_k_nayudu
14,Vishal Kumar,J & K,col_c_k_nayudu
14,Yawer Hassan,J & K,col_c_k_nayudu
15,Aaditya Nair,Karnataka,col_c_k_nayudu
15,ADARSH M A,Karnataka,col_c_k_nayudu
15,Akshan Rao,Karnataka,col_c_k_nayudu
15,Aneeshwar Gautam,Karnataka,col_c_k_nayudu
15,Arsalaan M,Karnataka,col_c_k_nayudu
15,Chinmay N A,Karnataka,col_c_k_nayudu
15,Dhanush Gowda R,Karnataka,col_c_k_nayudu
15,Dhruv Prabhakar,Karnataka,col_c_k_nayudu
15,Harshil Dharmani,Karnataka,col_c_k_nayudu
15,Jasper Ej,Karnataka,col_c_k_nayudu
15,Krishiv Bajaj ,Karnataka,col_c_k_nayudu
15,Kruthik Krishna  ,Karnataka,col_c_k_nayudu
15,LIKITH S GOWDA,Karnataka,col_c_k_nayudu
15,Macneil H N,Karnataka,col_c_k_nayudu
15,Madhav Darwadhkar,Karnataka,col_c_k_nayudu
15,Manvanth Kumar L,Karnataka,col_c_k_nayudu
15,Mohsin Khan,Karnataka,col_c_k_nayudu
15,Monish Reddy Yr,Karnataka,col_c_k_nayudu
15,NATHAN D MELLO,Karnataka,col_c_k_nayudu
15,Nishchith N Pai,Karnataka,col_c_k_nayudu
15,Paras Gurbax Arya,Karnataka,col_c_k_nayudu
15,Prakar Chaturvedi,Karnataka,col_c_k_nayudu
15,Rajendra D,Karnataka,col_c_k_nayudu
15,Rajvir Wadhwa,Karnataka,col_c_k_nayudu
15,Sanjay Ashwin C ,Karnataka,col_c_k_nayudu
15,SANTHOSHA S,Karnataka,col_c_k_nayudu
15,Shashi  Kumar K,Karnataka,col_c_k_nayudu
15,Shikhar Shetty,Karnataka,col_c_k_nayudu
15,Smaran R,Karnataka,col_c_k_nayudu
15,Srujan Nandan,Karnataka,col_c_k_nayudu
15,Swaroop S Hipparagi,Karnataka,col_c_k_nayudu
15,TOUFEEQ S,Karnataka,col_c_k_nayudu
15,Vishal Onat,Karnataka,col_c_k_nayudu
15,Yashovardhan Parantap,Karnataka,col_c_k_nayudu
15,Yashwant B N,Karnataka,col_c_k_nayudu
15,Yuvraj Arora ,Karnataka,col_c_k_nayudu
16,Aadidev T J,Kerala,col_c_k_nayudu
16,Abhishek J Nair ,Kerala,col_c_k_nayudu
16,Abi Biju,Kerala,col_c_k_nayudu
16,Abijith Praveen V,Kerala,col_c_k_nayudu
16,Akarsh A K,Kerala,col_c_k_nayudu
16,Akhin,Kerala,col_c_k_nayudu
16,AKSHAY T K,Kerala,col_c_k_nayudu
16,ANANDHU PRASAD,Kerala,col_c_k_nayudu
16,Appu Prakash,Kerala,col_c_k_nayudu
16,Arjun Venugopal,Kerala,col_c_k_nayudu
16,Asif Ali,Kerala,col_c_k_nayudu
16,Aswanth S Sankar,Kerala,col_c_k_nayudu
16,Edhen Apple Tom,Kerala,col_c_k_nayudu
16,Govind Dev D Pai,Kerala,col_c_k_nayudu
16,HARIKRISHNAN M U,Kerala,col_c_k_nayudu
16,J S Anuraj,Kerala,col_c_k_nayudu
16,Jishnu A,Kerala,col_c_k_nayudu
16,Kamil Aboobacker,Kerala,col_c_k_nayudu
16,Kiran Sagar M,Kerala,col_c_k_nayudu
16,Krishna Narayan A P,Kerala,col_c_k_nayudu
16,Mohit Shibu,Kerala,col_c_k_nayudu
16,Muhammed Kaif,Kerala,col_c_k_nayudu
16,NIKHIL M,Kerala,col_c_k_nayudu
16,Niranjan V Dev,Kerala,col_c_k_nayudu
16,Omar Abubacker,Kerala,col_c_k_nayudu
16,Parthiv Jayesh  ,Kerala,col_c_k_nayudu
16,Pavan Raj,Kerala,col_c_k_nayudu
16,Pavan Sreedhar ,Kerala,col_c_k_nayudu
16,Preetish,Kerala,col_c_k_nayudu
16,Rahaan Raheem,Kerala,col_c_k_nayudu
16,Rehan Sai,Kerala,col_c_k_nayudu
16,Riya Basheer P,Kerala,col_c_k_nayudu
16,Rohan Nair,Kerala,col_c_k_nayudu
16,Shine John Jacob,Kerala,col_c_k_nayudu
16,Shoun Roger,Kerala,col_c_k_nayudu
16,Srivardhan Murali,Kerala,col_c_k_nayudu
16,Thejus Vivek,Kerala,col_c_k_nayudu
16,UJWALKRISHNA K U ,Kerala,col_c_k_nayudu
16,Varun Nayanar  ,Kerala,col_c_k_nayudu
16,Vijay S Viswanath,Kerala,col_c_k_nayudu
16,Vinay V Varghese,Kerala,col_c_k_nayudu
17,Aayam Saradana,Madhya Pradesh,col_c_k_nayudu
17,Abhishek Mavi,Madhya Pradesh,col_c_k_nayudu
17,Adheer Pratap Singh,Madhya Pradesh,col_c_k_nayudu
17,Aditya Bhandari,Madhya Pradesh,col_c_k_nayudu
17,Akash Rajawat,Madhya Pradesh,col_c_k_nayudu
17,Akshat Dwivedi,Madhya Pradesh,col_c_k_nayudu
17,Akshat Raghuwanshi,Madhya Pradesh,col_c_k_nayudu
17,AKSHAY SHARMA,Madhya Pradesh,col_c_k_nayudu
17,Aman Bhadoriya,Madhya Pradesh,col_c_k_nayudu
17,Aman Singh Solanki,Madhya Pradesh,col_c_k_nayudu
17,Anant Dubey,Madhya Pradesh,col_c_k_nayudu
17,Anant Verma ,Madhya Pradesh,col_c_k_nayudu
17,Aniket Verma,Madhya Pradesh,col_c_k_nayudu
17,Ansh Bagadia,Madhya Pradesh,col_c_k_nayudu
17,Anuj Lahore,Madhya Pradesh,col_c_k_nayudu
17,Anvesh Chawla,Madhya Pradesh,col_c_k_nayudu
17,Arun Pratap Singh Bhadouriya,Madhya Pradesh,col_c_k_nayudu
17,Aryan Deshmukh,Madhya Pradesh,col_c_k_nayudu
17,Aryan Kushwah,Madhya Pradesh,col_c_k_nayudu
17,Aryan Pandey,Madhya Pradesh,col_c_k_nayudu
17,Aryan Tiwari,Madhya Pradesh,col_c_k_nayudu
17,Atharva Nyati,Madhya Pradesh,col_c_k_nayudu
17,Ayush Anand,Madhya Pradesh,col_c_k_nayudu
17,Chanchal Rathore ,Madhya Pradesh,col_c_k_nayudu
17,Dhananjai Dixit,Madhya Pradesh,col_c_k_nayudu
17,Girraj Sharma,Madhya Pradesh,col_c_k_nayudu
17,HARSHIT DUBEY,Madhya Pradesh,col_c_k_nayudu
17,Harshit Yadav,Madhya Pradesh,col_c_k_nayudu
17,Ishan Afridi,Madhya Pradesh,col_c_k_nayudu
17,Madhav Tiwari,Madhya Pradesh,col_c_k_nayudu
17,Manal Chauhan,Madhya Pradesh,col_c_k_nayudu
17,Manas Pandey,Madhya Pradesh,col_c_k_nayudu
17,Mangesh Yadav,Madhya Pradesh,col_c_k_nayudu
17,MOHAMMAD JUNAID KHAN,Madhya Pradesh,col_c_k_nayudu
17,Mohd Arham Aquil,Madhya Pradesh,col_c_k_nayudu
17,Parush Mandal,Madhya Pradesh,col_c_k_nayudu
17,Pranit Patidar ,Madhya Pradesh,col_c_k_nayudu
17,Prarabdha Mishra,Madhya Pradesh,col_c_k_nayudu
17,Prateek Shukla,Madhya Pradesh,col_c_k_nayudu
17,Pratham Singh Sengar,Madhya Pradesh,col_c_k_nayudu
17,Prithviraj Singh Tomar,Madhya Pradesh,col_c_k_nayudu
17,Priyanshu Shukla,Madhya Pradesh,col_c_k_nayudu
17,Ramveer Singh Gurjar,Madhya Pradesh,col_c_k_nayudu
17,Rohit Singh Rajawat,Madhya Pradesh,col_c_k_nayudu
17,Sahil Chourasia,Madhya Pradesh,col_c_k_nayudu
17,Saksham Purohit ,Madhya Pradesh,col_c_k_nayudu
17,Saransh Surana,Madhya Pradesh,col_c_k_nayudu
17,SARTHAK VERMA,Madhya Pradesh,col_c_k_nayudu
17,Saumy Kumar Pandey,Madhya Pradesh,col_c_k_nayudu
17,SHALEEN SHIKHAR SEN,Madhya Pradesh,col_c_k_nayudu
17,Shaurya Pachauri,Madhya Pradesh,col_c_k_nayudu
17,Shikhar Agarwal,Madhya Pradesh,col_c_k_nayudu
17,Shivam Patel,Madhya Pradesh,col_c_k_nayudu
17,Shivang Kumar,Madhya Pradesh,col_c_k_nayudu
17,Shubham Kushwah,Madhya Pradesh,col_c_k_nayudu
17,Soham Patwardhan,Madhya Pradesh,col_c_k_nayudu
17,SOURABH JAAT,Madhya Pradesh,col_c_k_nayudu
17,Sparsh Dhakar ,Madhya Pradesh,col_c_k_nayudu
17,Sumit Kushwah ,Madhya Pradesh,col_c_k_nayudu
17,SUMIT SINGH,Madhya Pradesh,col_c_k_nayudu
17,Tripuresh Singh,Madhya Pradesh,col_c_k_nayudu
17,Twarik Khan,Madhya Pradesh,col_c_k_nayudu
17,Vidhan Dubey,Madhya Pradesh,col_c_k_nayudu
17,Vikas Sharma ,Madhya Pradesh,col_c_k_nayudu
17,Vineet Singh Baghel,Madhya Pradesh,col_c_k_nayudu
17,Vishal Yadav,Madhya Pradesh,col_c_k_nayudu
17,Vishnu Bhardwaj,Madhya Pradesh,col_c_k_nayudu
17,YASH GOJAWAT,Madhya Pradesh,col_c_k_nayudu
17,YASHBARDHAN SINGH CHAUHAN,Madhya Pradesh,col_c_k_nayudu
17,Yatindra Mohan Srivastava,Madhya Pradesh,col_c_k_nayudu
17,Yuvraj Nema,Madhya Pradesh,col_c_k_nayudu
17,Yuvraj Singh Kang,Madhya Pradesh,col_c_k_nayudu
18,A A Pawar ,Maharashtra,col_c_k_nayudu
18,A R Nishad,Maharashtra,col_c_k_nayudu
18,A S Nalavade,Maharashtra,col_c_k_nayudu
18,A Salam,Maharashtra,col_c_k_nayudu
18,Ajay Borude,Maharashtra,col_c_k_nayudu
18,Aniruddha Sabale,Maharashtra,col_c_k_nayudu
18,Arshin Kulkarni,Maharashtra,col_c_k_nayudu
18,AS TANPURE,Maharashtra,col_c_k_nayudu
18,Digvijay Patil,Maharashtra,col_c_k_nayudu
18,H A Kate ,Maharashtra,col_c_k_nayudu
18,Kaushal S Tambe,Maharashtra,col_c_k_nayudu
18,KAUSTUBH MHATRE,Maharashtra,col_c_k_nayudu
18,Krish Shahapurkar,Maharashtra,col_c_k_nayudu
18,KRISHNA MARTAND,Maharashtra,col_c_k_nayudu
18,Kshitij Patil,Maharashtra,col_c_k_nayudu
18,OK Patkal,Maharashtra,col_c_k_nayudu
18,Prathamesh Gawade,Maharashtra,col_c_k_nayudu
18,R A Daud,Maharashtra,col_c_k_nayudu
18,R S Hadke,Maharashtra,col_c_k_nayudu
18,R S Hangargekar,Maharashtra,col_c_k_nayudu
18,Roshan Waghsare,Maharashtra,col_c_k_nayudu
18,S S Chavan,Maharashtra,col_c_k_nayudu
18,S S Dhas,Maharashtra,col_c_k_nayudu
18,S S Kharat,Maharashtra,col_c_k_nayudu
18,S Y Doshi,Maharashtra,col_c_k_nayudu
18,Sahil Autade ,Maharashtra,col_c_k_nayudu
18,Sharwin Uday Kisave ,Maharashtra,col_c_k_nayudu
18,Shubham Maid,Maharashtra,col_c_k_nayudu
18,Sohan Jamale,Maharashtra,col_c_k_nayudu
18,Svkatare,Maharashtra,col_c_k_nayudu
18,Swaraj Chavan,Maharashtra,col_c_k_nayudu
18,VAIBHAV DARKUNDE,Maharashtra,col_c_k_nayudu
18,Vaibhav Tehale,Maharashtra,col_c_k_nayudu
18,Vicky Ostwal,Maharashtra,col_c_k_nayudu
18,Yash Boramani,Maharashtra,col_c_k_nayudu
18,Yash Khaladkar,Maharashtra,col_c_k_nayudu
19,Andyroshan,Manipur,col_c_k_nayudu
19,Aziz Mirza,Manipur,col_c_k_nayudu
19,Champion,Manipur,col_c_k_nayudu
19,Dennis Kh,Manipur,col_c_k_nayudu
19,Dibak Naorem,Manipur,col_c_k_nayudu
19,Dominic,Manipur,col_c_k_nayudu
19,Hussain,Manipur,col_c_k_nayudu
19,Imran Khan,Manipur,col_c_k_nayudu
19,Jodash ,Manipur,col_c_k_nayudu
19,Kalyan,Manipur,col_c_k_nayudu
19,KL Meitei,Manipur,col_c_k_nayudu
19,Naesh,Manipur,col_c_k_nayudu
19,Rohit ,Manipur,col_c_k_nayudu
19,Romario,Manipur,col_c_k_nayudu
19,Saba,Manipur,col_c_k_nayudu
19,Sanjit,Manipur,col_c_k_nayudu
19,Somokanta,Manipur,col_c_k_nayudu
19,Suresh Singh ,Manipur,col_c_k_nayudu
19,Vivekananda,Manipur,col_c_k_nayudu
19,Zamir,Manipur,col_c_k_nayudu
20,Abhishek,Meghalaya,col_c_k_nayudu
20,Amankumar,Meghalaya,col_c_k_nayudu
20,Avinash Rai,Meghalaya,col_c_k_nayudu
20,Banialam Mylliemngap,Meghalaya,col_c_k_nayudu
20,Bharat,Meghalaya,col_c_k_nayudu
20,Bipin,Meghalaya,col_c_k_nayudu
20,C B Thapa,Meghalaya,col_c_k_nayudu
20,Chamcham,Meghalaya,col_c_k_nayudu
20,G M Sangma,Meghalaya,col_c_k_nayudu
20,Gavineal Marpna,Meghalaya,col_c_k_nayudu
20,Josiah Momin,Meghalaya,col_c_k_nayudu
20,Joydeep,Meghalaya,col_c_k_nayudu
20,Kevin Christopher,Meghalaya,col_c_k_nayudu
20,Kush Agarwal,Meghalaya,col_c_k_nayudu
20,Manish,Meghalaya,col_c_k_nayudu
20,Navin Kr Ray,Meghalaya,col_c_k_nayudu
20,Purav Agarwal,Meghalaya,col_c_k_nayudu
20,Raghav,Meghalaya,col_c_k_nayudu
20,Rohit,Meghalaya,col_c_k_nayudu
20,Sachin  ,Meghalaya,col_c_k_nayudu
20,Santhosh,Meghalaya,col_c_k_nayudu
20,Swastic,Meghalaya,col_c_k_nayudu
20,T Marak,Meghalaya,col_c_k_nayudu
21,Albert,Mizoram,col_c_k_nayudu
21,BIAKA,Mizoram,col_c_k_nayudu
21,C Vanlal T Hruaia,Mizoram,col_c_k_nayudu
21,C Vanlal Z Hruaia,Mizoram,col_c_k_nayudu
21,Duata,Mizoram,col_c_k_nayudu
21,Gilbert,Mizoram,col_c_k_nayudu
21,Johan ,Mizoram,col_c_k_nayudu
21,K Vanrotlinga,Mizoram,col_c_k_nayudu
21,Karan,Mizoram,col_c_k_nayudu
21,Kima,Mizoram,col_c_k_nayudu
21,Malsawma,Mizoram,col_c_k_nayudu
21,Nasib,Mizoram,col_c_k_nayudu
21,Naveen,Mizoram,col_c_k_nayudu
21,Nunfela,Mizoram,col_c_k_nayudu
21,Omoma,Mizoram,col_c_k_nayudu
21,Prem Layak,Mizoram,col_c_k_nayudu
21,Rinsanga,Mizoram,col_c_k_nayudu
21,Rinsangzela,Mizoram,col_c_k_nayudu
21,Ruatfela,Mizoram,col_c_k_nayudu
21,SACHIN,Mizoram,col_c_k_nayudu
21,Sahil Reza,Mizoram,col_c_k_nayudu
21,Sahil Sharma ,Mizoram,col_c_k_nayudu
21,Tetea,Mizoram,col_c_k_nayudu
21,Tleipuia,Mizoram,col_c_k_nayudu
22,Zaid Khan,Mumbai,col_c_k_nayudu
22,Aaditya Parab,Mumbai,col_c_k_nayudu
22,Aaryaraj Sanjay Nikam,Mumbai,col_c_k_nayudu
22,Aditya Vinod Giri,Mumbai,col_c_k_nayudu
22,Ajit,Mumbai,col_c_k_nayudu
22,Akshat Jain,Mumbai,col_c_k_nayudu
22,AL SAAD SHAIKH,Mumbai,col_c_k_nayudu
22,Angkrish Raghuvanshi,Mumbai,col_c_k_nayudu
22,Arjun Dani,Mumbai,col_c_k_nayudu
22,Aryan Patni,Mumbai,col_c_k_nayudu
22,Atharava,Mumbai,col_c_k_nayudu
22,Atharva BHOSALE,Mumbai,col_c_k_nayudu
22,Awais Khan,Mumbai,col_c_k_nayudu
22,Ayush Jethwa,Mumbai,col_c_k_nayudu
22,Ayush Mhatre,Mumbai,col_c_k_nayudu
22,Ayush Sachin Vartak,Mumbai,col_c_k_nayudu
22,Dhanit Raut,Mumbai,col_c_k_nayudu
22,Harshal Jadhav,Mumbai,col_c_k_nayudu
22,Himanshu Singh,Mumbai,col_c_k_nayudu
22,Jay Jain,Mumbai,col_c_k_nayudu
22,Kush Kariya,Mumbai,col_c_k_nayudu
22,Manan Bhatt,Mumbai,col_c_k_nayudu
22,MD Saif,Mumbai,col_c_k_nayudu
22,MUSADDIQUE SHAIKH,Mumbai,col_c_k_nayudu
22,Musheer Khan,Mumbai,col_c_k_nayudu
22,Nikhil Giri,Mumbai,col_c_k_nayudu
22,Nutan,Mumbai,col_c_k_nayudu
22,Parth Naik,Mumbai,col_c_k_nayudu
22,Prateek Yadav ,Mumbai,col_c_k_nayudu
